Item,Year,Value
Linseed,2013,496.6
Linseed,2014,483.6
Linseed,2015,543.9
Linseed,2016,419.5
Linseed,2017,566.5
Linseed,2018,532.7
Linseed,2019,573.6
Linseed,2020,670.8
Linseed,2021,636.8
Linseed,2022,642.1
Linseed,2023,698.5
Maize (corn),2000,1821.6
Maize (corn),2001,1999.6
Maize (corn),2002,1680.7
Maize (corn),2003,2040.5
Maize (corn),2004,1907.3
Maize (corn),2005,1938.5
Maize (corn),2006,1912.5
Maize (corn),2007,2335.2
Maize (corn),2008,2414
Maize (corn),2009,2023.8
Maize (corn),2010,2540.1
Maize (corn),2011,2478.4
Maize (corn),2012,2555.7
Maize (corn),2013,2572.6
Maize (corn),2014,2572.6
Maize (corn),2015,2610.7
Maize (corn),2016,2597.2
Maize (corn),2017,2688.6
Maize (corn),2018,3065.3
Maize (corn),2019,3070.2
Maize (corn),2020,3006.1
Maize (corn),2021,3199.3
Maize (corn),2022,3387.2
Maize (corn),2023,3544.9
Mangoes guavas and mangosteens,2000,7064
Mangoes guavas and mangosteens,2001,6620.7
Mangoes guavas and mangosteens,2002,6358.8
Mangoes guavas and mangosteens,2003,7843.5
Mangoes guavas and mangosteens,2004,6026.1
Mangoes guavas and mangosteens,2005,6003.7
Mangoes guavas and mangosteens,2006,6086
Mangoes guavas and mangosteens,2007,6376
Mangoes guavas and mangosteens,2008,6359.4
Mangoes guavas and mangosteens,2009,5521.9
Mangoes guavas and mangosteens,2010,6498.6
Mangoes guavas and mangosteens,2011,6612.1
Mangoes guavas and mangosteens,2012,6810.8
Mangoes guavas and mangosteens,2013,7200.8
Mangoes guavas and mangosteens,2014,7325.7
Mangoes guavas and mangosteens,2015,8565.4
Mangoes guavas and mangosteens,2016,8439.6
Mangoes guavas and mangosteens,2017,9438.5
Mangoes guavas and mangosteens,2018,9879.7
Mangoes guavas and mangosteens,2019,9965.4
Mangoes guavas and mangosteens,2020,9542.9
Mangoes guavas and mangosteens,2021,9511.6
Mangoes guavas and mangosteens,2022,9726
Mangoes guavas and mangosteens,2023,9724.2
Millet,2000,774.5
Millet,2001,899.8
Millet,2002,627.1
Millet,2003,1086.8
Millet,2004,912.1
Millet,2005,862.9
Millet,2006,880.4
Millet,2007,1083.6
Millet,2008,1030.1
Millet,2009,797.7
Millet,2010,1127.3
Millet,2011,1185.4
Millet,2012,999.8
Millet,2013,1188.6
Millet,2014,1178.9
Millet,2015,1275.8
Millet,2016,1162.9
Millet,2017,1270.9
Millet,2018,1261.6
Millet,2019,1211.4
Millet,2020,1386.8
Millet,2021,1427.1
Millet,2022,1396
Millet,2023,1474
Natural rubber in primary forms,2000,1575
Natural rubber in primary forms,2001,1573.6
Natural rubber in primary forms,2002,1591.8
Natural rubber in primary forms,2003,1662.7
Natural rubber in primary forms,2004,1703.8
Natural rubber in primary forms,2005,1795.6
Natural rubber in primary forms,2006,1878.6
Natural rubber in primary forms,2007,1798.1
Natural rubber in primary forms,2008,1867.2
Natural rubber in primary forms,2009,1776.5
Natural rubber in primary forms,2010,1807.1
Natural rubber in primary forms,2011,1818.2
Natural rubber in primary forms,2012,2036.2
Natural rubber in primary forms,2013,2000
Natural rubber in primary forms,2014,2065.9
Natural rubber in primary forms,2015,2071.3
Natural rubber in primary forms,2016,2078.2
Natural rubber in primary forms,2017,2091.9
Natural rubber in primary forms,2018,2112.7
Natural rubber in primary forms,2019,2140.7
Natural rubber in primary forms,2020,2199.6
Natural rubber in primary forms,2021,2211.7
Natural rubber in primary forms,2022,2238.4
Natural rubber in primary forms,2023,2265.1
Nutmeg mace cardamoms raw,2000,156.9
Nutmeg mace cardamoms raw,2001,165.9
Nutmeg mace cardamoms raw,2002,174
Nutmeg mace cardamoms raw,2003,174.7
Nutmeg mace cardamoms raw,2004,177.5
Nutmeg mace cardamoms raw,2005,185.8
Nutmeg mace cardamoms raw,2006,163.5
Nutmeg mace cardamoms raw,2007,166.6
Nutmeg mace cardamoms raw,2008,168
Nutmeg mace cardamoms raw,2009,174.3
Nutmeg mace cardamoms raw,2010,181.1
Nutmeg mace cardamoms raw,2011,177.7
Nutmeg mace cardamoms raw,2012,196.4
Nutmeg mace cardamoms raw,2013,172.7
Nutmeg mace cardamoms raw,2014,225.8
Nutmeg mace cardamoms raw,2015,239.1
Nutmeg mace cardamoms raw,2016,355.1
Nutmeg mace cardamoms raw,2017,398.1
Nutmeg mace cardamoms raw,2018,398.1
Nutmeg mace cardamoms raw,2019,361.9
Nutmeg mace cardamoms raw,2020,339.4
Nutmeg mace cardamoms raw,2021,458.7
Nutmeg mace cardamoms raw,2022,504.6
Nutmeg mace cardamoms raw,2023,486.5
Okra,2000,9771.4
Okra,2001,9542.9
Okra,2002,9485.7
Okra,2003,9540.5
Okra,2004,10284.3
Okra,2005,9830.4
Okra,2006,10144.5
Okra,2007,10277.8
Okra,2008,10267.8
Okra,2009,10481.5
Okra,2010,10626.1
Okra,2011,11614.5
Okra,2012,12083
Okra,2013,11963.3
Okra,2014,11914.5
Okra,2015,11327.4
Okra,2016,11446.2
Okra,2017,11840.2
Okra,2018,11974.5
Okra,2019,12039
Okra,2020,12197.7
Okra,2021,12177
Okra,2022,12496.4
Okra,2023,13038.3
Onions and shallots dry (excluding dehydrated),2000,10491.3
Onions and shallots dry (excluding dehydrated),2001,10593.2
Onions and shallots dry (excluding dehydrated),2002,9911.7
Onions and shallots dry (excluding dehydrated),2003,11317.4
Onions and shallots dry (excluding dehydrated),2004,12643.5
Onions and shallots dry (excluding dehydrated),2005,13406.1
Onions and shallots dry (excluding dehydrated),2006,14123.7
Onions and shallots dry (excluding dehydrated),2007,16930.6
Onions and shallots dry (excluding dehydrated),2008,16265
Onions and shallots dry (excluding dehydrated),2009,16078.8
Onions and shallots dry (excluding dehydrated),2010,14208.6
Onions and shallots dry (excluding dehydrated),2011,16106.2
Onions and shallots dry (excluding dehydrated),2012,15981.9
Onions and shallots dry (excluding dehydrated),2013,15857.8
Onions and shallots dry (excluding dehydrated),2014,16120.1
Onions and shallots dry (excluding dehydrated),2015,16135.5
Onions and shallots dry (excluding dehydrated),2016,15856.8
Onions and shallots dry (excluding dehydrated),2017,17172.3
Onions and shallots dry (excluding dehydrated),2018,18102.7
Onions and shallots dry (excluding dehydrated),2019,18704.1
Onions and shallots dry (excluding dehydrated),2020,18232.7
Onions and shallots dry (excluding dehydrated),2021,16404.6
Onions and shallots dry (excluding dehydrated),2022,16325.1
Onions and shallots dry (excluding dehydrated),2023,17360.9
Oranges,2000,9758.1
Oranges,2001,10319.4
Oranges,2002,8824.2
Oranges,2003,6652.5
Oranges,2004,8635.1
Oranges,2005,8767.2
Oranges,2006,7792.8
Oranges,2007,9132.9
Oranges,2008,9377.4
Oranges,2009,9233.2
Oranges,2010,9451
Oranges,2011,8382.2
Oranges,2012,7604.9
Oranges,2013,10897.8
Oranges,2014,11600
Oranges,2015,15378.2
Oranges,2016,14213.1
Oranges,2017,16801
Oranges,2018,17654.1
Oranges,2019,16801
Oranges,2020,17654.1
Oranges,2021,17465.2
Oranges,2022,17083.3
Oranges,2023,17000
Other beans green,2000,2748
Other beans green,2001,2757.5
Other beans green,2002,2766.7
Other beans green,2003,2775.9
Other beans green,2004,2776.5
Other beans green,2005,2780
Other beans green,2006,2783.4
Other beans green,2007,2786.6
Other beans green,2008,2789.7
Other beans green,2009,2792.7
Other beans green,2010,2795.6
Other beans green,2011,2798.3
Other beans green,2012,2818.2
Other beans green,2013,2818.2
Other beans green,2014,2818.8
Other beans green,2015,2826.1
Other beans green,2016,2821.1
Other beans green,2017,2826.6
Other beans green,2018,2831.9
Other beans green,2019,2835.5
Other beans green,2020,2841.2
Other beans green,2021,2836.3
Other beans green,2022,2837.7
Other beans green,2023,2838.4
Other berries and fruits of the genus vaccinium n.e.c.,2000,5525.3
Other berries and fruits of the genus vaccinium n.e.c.,2001,5559.6
Other berries and fruits of the genus vaccinium n.e.c.,2002,5748.6
Other berries and fruits of the genus vaccinium n.e.c.,2003,5929.5
Other berries and fruits of the genus vaccinium n.e.c.,2004,6009.3
Other berries and fruits of the genus vaccinium n.e.c.,2005,6138.4
Other berries and fruits of the genus vaccinium n.e.c.,2006,6257.9
Other berries and fruits of the genus vaccinium n.e.c.,2007,6943.1
Other berries and fruits of the genus vaccinium n.e.c.,2008,6478.2
Other berries and fruits of the genus vaccinium n.e.c.,2009,6573.4
Other berries and fruits of the genus vaccinium n.e.c.,2010,6686.6
Other berries and fruits of the genus vaccinium n.e.c.,2011,6800
Other berries and fruits of the genus vaccinium n.e.c.,2012,6816.2
Other berries and fruits of the genus vaccinium n.e.c.,2013,7008.7
Other berries and fruits of the genus vaccinium n.e.c.,2014,7098.1
Other berries and fruits of the genus vaccinium n.e.c.,2015,7192.4
Other berries and fruits of the genus vaccinium n.e.c.,2016,6863.6
Other berries and fruits of the genus vaccinium n.e.c.,2017,7057
Other berries and fruits of the genus vaccinium n.e.c.,2018,7175.4
Other berries and fruits of the genus vaccinium n.e.c.,2019,6844.4
Other berries and fruits of the genus vaccinium n.e.c.,2020,6857.1
Other berries and fruits of the genus vaccinium n.e.c.,2021,6957.5
Other berries and fruits of the genus vaccinium n.e.c.,2022,6886.2
Other berries and fruits of the genus vaccinium n.e.c.,2023,6900.1
Other citrus fruit n.e.c.,2000,15000
Other citrus fruit n.e.c.,2001,13538.9
Other citrus fruit n.e.c.,2002,13219.4
Other citrus fruit n.e.c.,2003,12500
Other citrus fruit n.e.c.,2004,12500
Other citrus fruit n.e.c.,2005,12500
Other citrus fruit n.e.c.,2006,12406.5
Other citrus fruit n.e.c.,2007,12577.4
Other citrus fruit n.e.c.,2008,12513.8
Other citrus fruit n.e.c.,2009,12508.9
Other citrus fruit n.e.c.,2010,12409.5
Other citrus fruit n.e.c.,2011,12531.9
Other citrus fruit n.e.c.,2012,12558.4
Other citrus fruit n.e.c.,2013,12573.5
Other citrus fruit n.e.c.,2014,13078.9
Other citrus fruit n.e.c.,2015,13025
Other citrus fruit n.e.c.,2016,11839.5
Other citrus fruit n.e.c.,2017,10352.9
Other citrus fruit n.e.c.,2018,10000
Other citrus fruit n.e.c.,2019,9125
Other citrus fruit n.e.c.,2020,6089.6
Other citrus fruit n.e.c.,2021,6350.6
Other citrus fruit n.e.c.,2022,7592.2
Other citrus fruit n.e.c.,2023,7350.5
Other fruits n.e.c.,2000,8846.2
Other fruits n.e.c.,2001,9400
Other fruits n.e.c.,2002,10365.1
Other fruits n.e.c.,2003,13854.2
Other fruits n.e.c.,2004,6248.2
Other fruits n.e.c.,2005,6216.1
Other fruits n.e.c.,2006,6698.3
Other fruits n.e.c.,2007,6144.9
Other fruits n.e.c.,2008,6583.6
Other fruits n.e.c.,2009,6679.6
Other fruits n.e.c.,2010,6516.7
Other fruits n.e.c.,2011,5994.5
Other fruits n.e.c.,2012,5946.5
Other fruits n.e.c.,2013,6644.1
Other fruits n.e.c.,2014,6652.3
Other fruits n.e.c.,2015,7525.1
Other fruits n.e.c.,2016,8065.8
Other fruits n.e.c.,2017,9490.1
Other fruits n.e.c.,2018,9087.4
Other fruits n.e.c.,2019,9106.7
Other fruits n.e.c.,2020,8438.6
Other fruits n.e.c.,2021,8289.7
Other fruits n.e.c.,2022,8567.1
Other fruits n.e.c.,2023,8655.7
Other oil seeds n.e.c.,2000,299.7
Other oil seeds n.e.c.,2001,302.3
Other oil seeds n.e.c.,2002,303.9
Other oil seeds n.e.c.,2003,300.3
Other oil seeds n.e.c.,2004,300.3
Other oil seeds n.e.c.,2005,300
Other oil seeds n.e.c.,2006,300.2
Other oil seeds n.e.c.,2007,305.6
Other oil seeds n.e.c.,2008,344.7
Other oil seeds n.e.c.,2009,266.3
Other oil seeds n.e.c.,2010,277.8
Other oil seeds n.e.c.,2011,316.1
Other oil seeds n.e.c.,2012,323.8
Other oil seeds n.e.c.,2013,328
Other oil seeds n.e.c.,2014,324.8
Other oil seeds n.e.c.,2015,293.7
Other oil seeds n.e.c.,2016,302.3
Other oil seeds n.e.c.,2017,309.2
Other oil seeds n.e.c.,2018,310.8
Other oil seeds n.e.c.,2019,311.4
Other oil seeds n.e.c.,2020,311.7
Other oil seeds n.e.c.,2021,312.4
Other oil seeds n.e.c.,2022,313.1
Other oil seeds n.e.c.,2023,313.8
Other pulses n.e.c.,2000,644.4
Other pulses n.e.c.,2001,787.9
Other pulses n.e.c.,2002,588.2
Other pulses n.e.c.,2003,462.2
Other pulses n.e.c.,2004,551.2
Other pulses n.e.c.,2005,437.9
Other pulses n.e.c.,2006,490.4
Other pulses n.e.c.,2007,466.7
Other pulses n.e.c.,2008,418.8
Other pulses n.e.c.,2009,432.1
Other pulses n.e.c.,2010,424.2
Other pulses n.e.c.,2011,411.8
Other pulses n.e.c.,2012,436.4
Other pulses n.e.c.,2013,496.4
Other pulses n.e.c.,2014,513.3
Other pulses n.e.c.,2015,459.5
Other pulses n.e.c.,2016,444.3
Other pulses n.e.c.,2017,440.3
Other pulses n.e.c.,2018,438.5
Other pulses n.e.c.,2019,439.4
Other pulses n.e.c.,2020,437.6
Other pulses n.e.c.,2021,438.5
Other pulses n.e.c.,2022,438.5
Other pulses n.e.c.,2023,438.2
Other stimulant spice and aromatic crops n.e.c.,2000,1734.1
Other stimulant spice and aromatic crops n.e.c.,2001,1479.5
Other stimulant spice and aromatic crops n.e.c.,2002,1858.6
Other stimulant spice and aromatic crops n.e.c.,2003,1506.8
Other stimulant spice and aromatic crops n.e.c.,2004,1903.3
Other stimulant spice and aromatic crops n.e.c.,2005,2098.2
Other stimulant spice and aromatic crops n.e.c.,2006,2042.9
Other stimulant spice and aromatic crops n.e.c.,2007,1973.2
Other stimulant spice and aromatic crops n.e.c.,2008,1839.1
Other stimulant spice and aromatic crops n.e.c.,2009,1903.3
Other stimulant spice and aromatic crops n.e.c.,2010,2032.7
Other stimulant spice and aromatic crops n.e.c.,2011,2189
Other stimulant spice and aromatic crops n.e.c.,2012,2020.3
Other stimulant spice and aromatic crops n.e.c.,2013,2026.8
Other stimulant spice and aromatic crops n.e.c.,2014,2211.8
Other stimulant spice and aromatic crops n.e.c.,2015,1753.1
Other stimulant spice and aromatic crops n.e.c.,2016,1989.6
Other stimulant spice and aromatic crops n.e.c.,2017,3026.6
Other stimulant spice and aromatic crops n.e.c.,2018,1631.6
Other stimulant spice and aromatic crops n.e.c.,2019,1740.3
Other stimulant spice and aromatic crops n.e.c.,2020,2013.5
Other stimulant spice and aromatic crops n.e.c.,2021,2205.9
Other stimulant spice and aromatic crops n.e.c.,2022,2117
Other stimulant spice and aromatic crops n.e.c.,2023,2114
Other stone fruits,2000,2531.9
Other stone fruits,2001,2606.9
Other stone fruits,2002,2707.7
Other stone fruits,2003,2807.7
Other stone fruits,2004,2872.8
Other stone fruits,2005,2954.3
Other stone fruits,2006,3036.6
Other stone fruits,2007,3119.9
Other stone fruits,2008,3197.4
Other stone fruits,2009,3278.6
Other stone fruits,2010,3392.4
Other stone fruits,2011,3446
Other stone fruits,2012,3536.8
Other stone fruits,2013,3634.7
Other stone fruits,2014,3717.1
Other stone fruits,2015,3799.1
Other stone fruits,2016,3885.2
Other stone fruits,2017,3972.2
Other stone fruits,2018,4058.4
Other stone fruits,2019,3941.2
Other stone fruits,2020,3958.6
Other stone fruits,2021,3952.1
Other stone fruits,2022,3919.2
Other stone fruits,2023,3913.8
Other tropical fruits n.e.c.,2000,10692.3
Other tropical fruits n.e.c.,2001,10259.3
Other tropical fruits n.e.c.,2002,10461.5
Other tropical fruits n.e.c.,2003,8617.6
Other tropical fruits n.e.c.,2004,9481.9
Other tropical fruits n.e.c.,2005,8770.5
Other tropical fruits n.e.c.,2006,8778.3
Other tropical fruits n.e.c.,2007,8858.8
Other tropical fruits n.e.c.,2008,9558.3
Other tropical fruits n.e.c.,2009,9261.6
Other tropical fruits n.e.c.,2010,9716.6
Other tropical fruits n.e.c.,2011,9893.9
Other tropical fruits n.e.c.,2012,9663.1
Other tropical fruits n.e.c.,2013,10917.2
Other tropical fruits n.e.c.,2014,11329.9
Other tropical fruits n.e.c.,2015,13411.9
Other tropical fruits n.e.c.,2016,13055.3
Other tropical fruits n.e.c.,2017,12455.8
Other tropical fruits n.e.c.,2018,13030.8
Other tropical fruits n.e.c.,2019,13317.7
Other tropical fruits n.e.c.,2020,12810.4
Other tropical fruits n.e.c.,2021,13040.5
Other tropical fruits n.e.c.,2022,13081.7
Other tropical fruits n.e.c.,2023,13020.2
Other vegetables fresh n.e.c.,2000,13830.9
Other vegetables fresh n.e.c.,2001,14192.8
Other vegetables fresh n.e.c.,2002,11766.2
Other vegetables fresh n.e.c.,2003,10308.6
Other vegetables fresh n.e.c.,2004,11039.1
Other vegetables fresh n.e.c.,2005,11005.7
Other vegetables fresh n.e.c.,2006,12227.8
Other vegetables fresh n.e.c.,2007,12772.1
Other vegetables fresh n.e.c.,2008,13008.3
Other vegetables fresh n.e.c.,2009,12308.3
Other vegetables fresh n.e.c.,2010,13603.8
Other vegetables fresh n.e.c.,2011,13229.5
Other vegetables fresh n.e.c.,2012,12950.3
Other vegetables fresh n.e.c.,2013,11798.6
Other vegetables fresh n.e.c.,2014,14044.2
Other vegetables fresh n.e.c.,2015,14005.5
Other vegetables fresh n.e.c.,2016,13735.5
Other vegetables fresh n.e.c.,2017,13829.1
Other vegetables fresh n.e.c.,2018,14119.5
Other vegetables fresh n.e.c.,2019,14212.5
Other vegetables fresh n.e.c.,2020,14160.5
Other vegetables fresh n.e.c.,2021,14268
Other vegetables fresh n.e.c.,2022,14293.7
Other vegetables fresh n.e.c.,2023,14386.5
Papayas,2000,25517
Papayas,2001,35147.9
Papayas,2002,31576.5
Papayas,2003,29073.9
Papayas,2004,34350.9
Papayas,2005,31553.1
Papayas,2006,34235.9
Papayas,2007,35048.2
Papayas,2008,37030.6
Papayas,2009,40893.4
Papayas,2010,39584.9
Papayas,2011,37965.1
Papayas,2012,40772.7
Papayas,2013,41066.7
Papayas,2014,42286.3
Papayas,2015,42721.7
Papayas,2016,42931.8
Papayas,2017,44328.4
Papayas,2018,43398.6
Papayas,2019,40604
Papayas,2020,40704.2
Papayas,2021,37945.2
Papayas,2022,35606.7
Papayas,2023,35405.4
Peaches and nectarines,2000,5593.1
Peaches and nectarines,2001,5711.3
Peaches and nectarines,2002,5849.6
Peaches and nectarines,2003,5821.7
Peaches and nectarines,2004,5919.4
Peaches and nectarines,2005,6060.3
Peaches and nectarines,2006,6148.4
Peaches and nectarines,2007,6236.1
Peaches and nectarines,2008,6324
Peaches and nectarines,2009,6412.6
Peaches and nectarines,2010,6594.6
Peaches and nectarines,2011,6584.4
Peaches and nectarines,2012,6666.7
Peaches and nectarines,2013,6666.7
Peaches and nectarines,2014,6878.3
Peaches and nectarines,2015,7010.7
Peaches and nectarines,2016,7113.3
Pears,2000,7417.3
Pears,2001,7538.7
Pears,2002,7658.8
Pears,2003,7777.2
Pears,2004,7576.9
Pears,2005,7515.8
Pears,2006,7516.7
Pears,2007,7530.9
Pears,2008,7515.3
Pears,2009,7515.9
Pears,2010,7514.5
Pears,2011,7511.5
Pears,2012,7508
Pears,2013,7506.5
Pears,2014,7490.5
Pears,2015,7214.3
Pears,2016,8075
Pears,2017,7863.6
Pears,2018,7227.3
Pears,2019,7142.9
Pears,2020,6744.2
Pears,2021,6571.4
Pears,2022,7022.7
Pears,2023,7742.9
Peas dry,2000,1029.4
Peas dry,2001,860.2
Peas dry,2002,906.5
Peas dry,2003,891.4
Peas dry,2004,1022.1
Peas dry,2005,992.9
Peas dry,2006,912.7
Peas dry,2007,805.3
Peas dry,2008,748.2
Peas dry,2009,916.3
Peas dry,2010,882.7
Peas dry,2011,815.7
Peas dry,2012,933.9
Peas dry,2013,1099.1
Peas dry,2014,960.5
Peas dry,2015,911.8
Peas dry,2016,821.7
Peas dry,2017,955
Peas dry,2018,1203.6
Peas dry,2019,1338
Peas dry,2020,1440.1
Peas dry,2021,1374.8
Peas dry,2022,1318.2
Peas dry,2023,1352.1
Peas green,2000,10037
Peas green,2001,9406.3
Peas green,2002,6800
Peas green,2003,6755.6
Peas green,2004,6666.2
Peas green,2005,7038.7
Peas green,2006,7934.3
Peas green,2007,8087.5
Peas green,2008,7958.5
Peas green,2009,8379.3
Peas green,2010,8302
Peas green,2011,9505.4
Peas green,2012,9173.9
Peas green,2013,9518.2
Peas green,2014,8922.9
Peas green,2015,9773.1
Peas green,2016,9660.6
Peas green,2017,10084.9
Peas green,2018,10040.7
Peas green,2019,10076.1
Peas green,2020,10295.8
Peas green,2021,10310.4
Peas green,2022,10478
Peas green,2023,10824.3
Pepper (Piper spp.) raw,2000,301
Pepper (Piper spp.) raw,2001,299.1
Pepper (Piper spp.) raw,2002,283.1
Pepper (Piper spp.) raw,2003,296.3
Pepper (Piper spp.) raw,2004,313.6
Pepper (Piper spp.) raw,2005,319.8
Pepper (Piper spp.) raw,2006,357
Pepper (Piper spp.) raw,2007,280.5
Pepper (Piper spp.) raw,2008,238.2
Pepper (Piper spp.) raw,2009,198.6
Pepper (Piper spp.) raw,2010,260.4
Pepper (Piper spp.) raw,2011,282.6
Pepper (Piper spp.) raw,2012,205
Pepper (Piper spp.) raw,2013,424
Pepper (Piper spp.) raw,2014,411.3
Pepper (Piper spp.) raw,2015,503.9
Pepper (Piper spp.) raw,2016,426.4
Pepper (Piper spp.) raw,2017,545.5
Pepper (Piper spp.) raw,2018,492.5
Pepper (Piper spp.) raw,2019,478.3
Pepper (Piper spp.) raw,2020,481.8
Pepper (Piper spp.) raw,2021,484.6
Pepper (Piper spp.) raw,2022,501.9
Pepper (Piper spp.) raw,2023,519
Pigeon peas dry,2000,786.1
Pigeon peas dry,2001,618.5
Pigeon peas dry,2002,679.1
Pigeon peas dry,2003,650.7
Pigeon peas dry,2004,667.4
Pigeon peas dry,2005,667
Pigeon peas dry,2006,764.7
Pigeon peas dry,2007,649.7
Pigeon peas dry,2008,825
Pigeon peas dry,2009,671.6
Pigeon peas dry,2010,709.8
Pigeon peas dry,2011,654.9
Pigeon peas dry,2012,651.1
Pigeon peas dry,2013,776.4
Pigeon peas dry,2014,812
Pigeon peas dry,2015,729.1
Pigeon peas dry,2016,646
Pigeon peas dry,2017,913
Pigeon peas dry,2018,966.5
Pigeon peas dry,2019,728.7
Pigeon peas dry,2020,858.6
Pigeon peas dry,2021,913.5
Pigeon peas dry,2022,861.2
Pigeon peas dry,2023,814
Pineapples,2000,14571.4
Pineapples,2001,15250
Pineapples,2002,14750
Pineapples,2003,14555.6
Pineapples,2004,15255.9
Pineapples,2005,15445.7
Pineapples,2006,15322.8
Pineapples,2007,15655.2
Pineapples,2008,15562.5
Pineapples,2009,15964.3
Pineapples,2010,15090.3
Pineapples,2011,15898.9
Pineapples,2012,14705.9
Pineapples,2013,14961.9
Pineapples,2014,15805.8
Pineapples,2015,17103.4
Pineapples,2016,17490.9
Pineapples,2017,16765.8
Pineapples,2018,16563.1
Pineapples,2019,16451.9
Pineapples,2020,16339.6
Pineapples,2021,16971.7
Pineapples,2022,17138.9
Pineapples,2023,16925.9
Plums and sloes,2000,5487.9
Plums and sloes,2001,5872.5
Plums and sloes,2002,6260.3
Plums and sloes,2003,6666.7
Plums and sloes,2004,7000
Plums and sloes,2005,7317.5
Plums and sloes,2006,7619
Plums and sloes,2007,7743.6
Plums and sloes,2008,7846.1
Plums and sloes,2009,7923.5
Plums and sloes,2010,8000
Plums and sloes,2011,8076.9
Plums and sloes,2012,7963
Plums and sloes,2013,8000
Plums and sloes,2014,8152.2
Plums and sloes,2015,8257.5
Plums and sloes,2016,8326.5
Pomelos and grapefruits,2000,20378.3
Pomelos and grapefruits,2001,20918.3
Pomelos and grapefruits,2002,21538.5
Pomelos and grapefruits,2003,21716.9
Pomelos and grapefruits,2004,21969.7
Pomelos and grapefruits,2005,22089.6
Pomelos and grapefruits,2006,21944.4
Pomelos and grapefruits,2007,21975.3
Pomelos and grapefruits,2008,23529.4
Pomelos and grapefruits,2009,24000
Pomelos and grapefruits,2010,23703.8
Pomelos and grapefruits,2011,23614.3
Pomelos and grapefruits,2012,23486.4
Pomelos and grapefruits,2013,23379
Pomelos and grapefruits,2014,23359.8
Pomelos and grapefruits,2015,23053.1
Pomelos and grapefruits,2016,23999.8
Potatoes,2000,18644.3
Potatoes,2001,18362.7
Potatoes,2002,19417.3
Potatoes,2003,17320.8
Potatoes,2004,18809.1
Potatoes,2005,18890.8
Potatoes,2006,18592
Potatoes,2007,16410.1
Potatoes,2008,19297.3
Potatoes,2009,18810.3
Potatoes,2010,19929.9
Potatoes,2011,22724
Potatoes,2012,21753
Potatoes,2013,22760.6
Potatoes,2014,22922.4
Potatoes,2015,23125.7
Potatoes,2016,20508.7
Potatoes,2017,22306.1
Potatoes,2018,23954.2
Potatoes,2019,23097.1
Potatoes,2020,23677.2
Potatoes,2021,24123.7
Potatoes,2022,25236.3
Potatoes,2023,25789.9
Pumpkins squash and gourds,2000,9583.3
Pumpkins squash and gourds,2001,9587
Pumpkins squash and gourds,2002,9591.3
Pumpkins squash and gourds,2003,9595.5
Pumpkins squash and gourds,2004,9598.4
Pumpkins squash and gourds,2005,9600
Pumpkins squash and gourds,2006,9598.4
Pumpkins squash and gourds,2007,9599.4
Pumpkins squash and gourds,2008,9600.3
Pumpkins squash and gourds,2009,9601.3
Pumpkins squash and gourds,2010,9602.2
Pumpkins squash and gourds,2011,9603
Pumpkins squash and gourds,2012,9607.8
Pumpkins squash and gourds,2013,9607.8
Pumpkins squash and gourds,2014,9601.1
Pumpkins squash and gourds,2015,9599
Pumpkins squash and gourds,2016,9602.6
Pumpkins squash and gourds,2017,9600.9
Rape or colza seed,2000,960.4
Rape or colza seed,2001,935.3
Rape or colza seed,2002,1001.9
Rape or colza seed,2003,853.8
Rape or colza seed,2004,1159
Rape or colza seed,2005,1037.8
Rape or colza seed,2006,1117.5
Rape or colza seed,2007,1095.4
Rape or colza seed,2008,1000.7
Rape or colza seed,2009,1143.3
Rape or colza seed,2010,1184.2
Rape or colza seed,2011,1257.1
Rape or colza seed,2012,1120.5
Rape or colza seed,2013,1233.4
Rape or colza seed,2014,1185.3
Rape or colza seed,2015,1084.8
Rape or colza seed,2016,1179.6
Rape or colza seed,2017,1303.5
Rape or colza seed,2018,1410.3
Rape or colza seed,2019,1511.4
Rape or colza seed,2020,1330.7
Rape or colza seed,2021,1523.9
Rape or colza seed,2022,1497
Rape or colza seed,2023,1428.4
Rice,2000,2850.8
Rice,2001,3115.8
Rice,2002,2616.3
Rice,2003,3117.7
Rice,2004,2975.6
Rice,2005,3153.7
Rice,2006,3175.9
Rice,2007,3292.4
Rice,2008,3250.9
Rice,2009,3236.6
Rice,2010,3358.7
Rice,2011,3587.8
Rice,2012,3690.9
Rice,2013,3624.3
Rice,2014,3586.8
Rice,2015,3600.2
Rice,2016,3740.1
Rice,2017,3863.7
Rice,2018,3956.7
Rice,2019,4083.6
Rice,2020,4075.7
Rice,2021,4196.2
Rice,2022,4257.1
Rice,2023,4322.3
Safflower seed,2000,593.8
Safflower seed,2001,475.5
Safflower seed,2002,568.9
Safflower seed,2003,483.1
Safflower seed,2004,370.7
Safflower seed,2005,470.3
Safflower seed,2006,627
Safflower seed,2007,685.7
Safflower seed,2008,641.9
Safflower seed,2009,642.2
Safflower seed,2010,621.3
Safflower seed,2011,654.9
Safflower seed,2012,814.6
Safflower seed,2013,726.7
Safflower seed,2014,635.8
Safflower seed,2015,514.3
Safflower seed,2016,368.1
Safflower seed,2017,650.9
Safflower seed,2018,672.9
Safflower seed,2019,536.9
Safflower seed,2020,843.2
Safflower seed,2021,640.4
Safflower seed,2022,776.9
Safflower seed,2023,826.3
Seed cotton unginned,2000,597.9
Seed cotton unginned,2001,583.6
Seed cotton unginned,2002,597.4
